mz,mzmin,mzmax,rt,rtmin,rtmax,into,intb,maxo,sn,id,mz.cont,source
176.04619,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,-176.04619,bgn
176.05593,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,-176.05593,bgn
177.02231,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,-177.02231,bgn
177.03986,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,-177.03986,bgn
177.0474,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,-177.0474,bgn
178.04317,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,-178.04317,bgn
178.04919,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,-178.04919,bgn
178.98346,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,-178.98346,bgn
179.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,-179.038,bgn
179.05593,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,-179.05593,bgn
180.0395,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,-180.0395,bgn
180.05927,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,-180.05927,bgn
180.9893,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,-180.9893,bgn
180.99922,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,-180.99922,bgn
181.07165,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,-181.07165,bgn
183.03289,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,-183.03289,bgn
185.05668,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,-185.05668,bgn
185.07729,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,-185.07729,bgn
185.09301,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,-185.09301,bgn
185.11815,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,-185.11815,bgn
185.1546,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,-185.1546,bgn
187.04309,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,-187.04309,bgn
187.0975,NA,NA,NA,NA,NA,NA,NA,NA,NA,287,-187.0975,bgn
188.03835,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,-188.03835,bgn
189.02245,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,-189.02245,bgn
189.05875,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,-189.05875,bgn
189.08799,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,-189.08799,bgn
190.01796,NA,NA,NA,NA,NA,NA,NA,NA,NA,292,-190.01796,bgn
190.05406,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,-190.05406,bgn
192.03341,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,-192.03341,bgn
192.06975,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,-192.06975,bgn
193.0536,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,-193.0536,bgn
193.0713,NA,NA,NA,NA,NA,NA,NA,NA,NA,297,-193.0713,bgn
194.05329,NA,NA,NA,NA,NA,NA,NA,NA,NA,298,-194.05329,bgn
194.05698,NA,NA,NA,NA,NA,NA,NA,NA,NA,299,-194.05698,bgn
194.06678,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,-194.06678,bgn
194.08211,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,-194.08211,bgn
194.98854,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,-194.98854,bgn
195.03294,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,-195.03294,bgn
195.05075,NA,NA,NA,NA,NA,NA,NA,NA,NA,304,-195.05075,bgn
195.05819,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,-195.05819,bgn
196.99423,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,-196.99423,bgn
197.01137,NA,NA,NA,NA,NA,NA,NA,NA,NA,307,-197.01137,bgn
197.04857,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,-197.04857,bgn
197.99386,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,-197.99386,bgn
199.13395,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,-199.13395,bgn
199.1703,NA,NA,NA,NA,NA,NA,NA,NA,NA,311,-199.1703,bgn
200.17371,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,-200.17371,bgn
201.02549,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,-201.02549,bgn
202.05413,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,-202.05413,bgn
203.05369,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,-203.05369,bgn
203.05753,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,-203.05753,bgn
204.03309,NA,NA,NA,NA,NA,NA,NA,NA,NA,317,-204.03309,bgn
204.05087,NA,NA,NA,NA,NA,NA,NA,NA,NA,318,-204.05087,bgn
205.05372,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,-205.05372,bgn
205.15971,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,-205.15971,bgn
206.05013,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,-206.05013,bgn
206.0571,NA,NA,NA,NA,NA,NA,NA,NA,NA,322,-206.0571,bgn
207.03308,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,-207.03308,bgn
207.0512,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,-207.0512,bgn
207.06926,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,-207.06926,bgn
208.0543,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,-208.0543,bgn
208.06469,NA,NA,NA,NA,NA,NA,NA,NA,NA,327,-208.06469,bgn
208.07119,NA,NA,NA,NA,NA,NA,NA,NA,NA,328,-208.07119,bgn
208.93454,NA,NA,NA,NA,NA,NA,NA,NA,NA,329,-208.93454,bgn
209.06727,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,-209.06727,bgn
209.07609,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,-209.07609,bgn
210.04381,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,-210.04381,bgn
210.06975,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,-210.06975,bgn
210.9733,NA,NA,NA,NA,NA,NA,NA,NA,NA,334,-210.9733,bgn
211.06427,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,-211.06427,bgn
211.13386,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,-211.13386,bgn
212.06385,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,-212.06385,bgn
212.06763,NA,NA,NA,NA,NA,NA,NA,NA,NA,338,-212.06763,bgn
213.06115,NA,NA,NA,NA,NA,NA,NA,NA,NA,339,-213.06115,bgn
213.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,-213.186,bgn
215.0328,NA,NA,NA,NA,NA,NA,NA,NA,NA,341,-215.0328,bgn
215.06739,NA,NA,NA,NA,NA,NA,NA,NA,NA,342,-215.06739,bgn
216.06963,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,-216.06963,bgn
217.00295,NA,NA,NA,NA,NA,NA,NA,NA,NA,344,-217.00295,bgn
217.02977,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,-217.02977,bgn
217.1013,NA,NA,NA,NA,NA,NA,NA,NA,NA,346,-217.1013,bgn
218.08584,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,-218.08584,bgn
218.11449,NA,NA,NA,NA,NA,NA,NA,NA,NA,348,-218.11449,bgn
218.96332,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,-218.96332,bgn
219.04441,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,-219.04441,bgn
219.17532,NA,NA,NA,NA,NA,NA,NA,NA,NA,351,-219.17532,bgn
220.06463,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,-220.06463,bgn
221.03029,NA,NA,NA,NA,NA,NA,NA,NA,NA,353,-221.03029,bgn
221.06356,NA,NA,NA,NA,NA,NA,NA,NA,NA,354,-221.06356,bgn
221.06777,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,-221.06777,bgn
222.06144,NA,NA,NA,NA,NA,NA,NA,NA,NA,356,-222.06144,bgn
223.01999,NA,NA,NA,NA,NA,NA,NA,NA,NA,357,-223.01999,bgn
223.0643,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,-223.0643,bgn
223.0823,NA,NA,NA,NA,NA,NA,NA,NA,NA,359,-223.0823,bgn
225.01701,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,-225.01701,bgn
225.04366,NA,NA,NA,NA,NA,NA,NA,NA,NA,361,-225.04366,bgn
225.08002,NA,NA,NA,NA,NA,NA,NA,NA,NA,362,-225.08002,bgn
226.08247,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,-226.08247,bgn
227.20173,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,-227.20173,bgn
229.0304,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,-229.0304,bgn
230.98613,NA,NA,NA,NA,NA,NA,NA,NA,NA,366,-230.98613,bgn
231.97848,NA,NA,NA,NA,NA,NA,NA,NA,NA,367,-231.97848,bgn
232.06469,NA,NA,NA,NA,NA,NA,NA,NA,NA,368,-232.06469,bgn
232.9247,NA,NA,NA,NA,NA,NA,NA,NA,NA,369,-232.9247,bgn
232.97913,NA,NA,NA,NA,NA,NA,NA,NA,NA,370,-232.97913,bgn
233.09839,NA,NA,NA,NA,NA,NA,NA,NA,NA,371,-233.09839,bgn
233.15469,NA,NA,NA,NA,NA,NA,NA,NA,NA,372,-233.15469,bgn
233.92427,NA,NA,NA,NA,NA,NA,NA,NA,NA,373,-233.92427,bgn
233.97953,NA,NA,NA,NA,NA,NA,NA,NA,NA,374,-233.97953,bgn
234.08034,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,-234.08034,bgn
234.15807,NA,NA,NA,NA,NA,NA,NA,NA,NA,376,-234.15807,bgn
234.92133,NA,NA,NA,NA,NA,NA,NA,NA,NA,377,-234.92133,bgn
234.97716,NA,NA,NA,NA,NA,NA,NA,NA,NA,378,-234.97716,bgn
235.03943,NA,NA,NA,NA,NA,NA,NA,NA,NA,379,-235.03943,bgn
235.0644,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,-235.0644,bgn
235.07781,NA,NA,NA,NA,NA,NA,NA,NA,NA,381,-235.07781,bgn
235.11199,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,-235.11199,bgn
235.95363,NA,NA,NA,NA,NA,NA,NA,NA,NA,383,-235.95363,bgn
236.05968,NA,NA,NA,NA,NA,NA,NA,NA,NA,384,-236.05968,bgn
236.09602,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,-236.09602,bgn
237.06157,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,-237.06157,bgn
238.07533,NA,NA,NA,NA,NA,NA,NA,NA,NA,387,-238.07533,bgn
238.09329,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,-238.09329,bgn
238.99375,NA,NA,NA,NA,NA,NA,NA,NA,NA,389,-238.99375,bgn
239.05944,NA,NA,NA,NA,NA,NA,NA,NA,NA,390,-239.05944,bgn
239.07732,NA,NA,NA,NA,NA,NA,NA,NA,NA,391,-239.07732,bgn
240.0807,NA,NA,NA,NA,NA,NA,NA,NA,NA,392,-240.0807,bgn
241.02088,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,-241.02088,bgn
241.21743,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,-241.21743,bgn
242.0519,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,-242.0519,bgn
243.08058,NA,NA,NA,NA,NA,NA,NA,NA,NA,396,-243.08058,bgn
244.9855,NA,NA,NA,NA,NA,NA,NA,NA,NA,397,-244.9855,bgn
245.09639,NA,NA,NA,NA,NA,NA,NA,NA,NA,398,-245.09639,bgn
247.04109,NA,NA,NA,NA,NA,NA,NA,NA,NA,399,-247.04109,bgn
247.17036,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,-247.17036,bgn
248.04282,NA,NA,NA,NA,NA,NA,NA,NA,NA,401,-248.04282,bgn
248.09606,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,-248.09606,bgn
249.03817,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,-249.03817,bgn
249.08015,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,-249.08015,bgn
249.09137,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,-249.09137,bgn
249.14974,NA,NA,NA,NA,NA,NA,NA,NA,NA,406,-249.14974,bgn
250.07565,NA,NA,NA,NA,NA,NA,NA,NA,NA,407,-250.07565,bgn
251.10697,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,-251.10697,bgn
253.02069,NA,NA,NA,NA,NA,NA,NA,NA,NA,409,-253.02069,bgn
253.21744,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,-253.21744,bgn
254.02174,NA,NA,NA,NA,NA,NA,NA,NA,NA,411,-254.02174,bgn
254.07427,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,-254.07427,bgn
254.07842,NA,NA,NA,NA,NA,NA,NA,NA,NA,413,-254.07842,bgn
254.22083,NA,NA,NA,NA,NA,NA,NA,NA,NA,414,-254.22083,bgn
254.9612,NA,NA,NA,NA,NA,NA,NA,NA,NA,415,-254.9612,bgn
254.96809,NA,NA,NA,NA,NA,NA,NA,NA,NA,416,-254.96809,bgn
255.01766,NA,NA,NA,NA,NA,NA,NA,NA,NA,417,-255.01766,bgn
255.07209,NA,NA,NA,NA,NA,NA,NA,NA,NA,418,-255.07209,bgn
255.23308,NA,NA,NA,NA,NA,NA,NA,NA,NA,419,-255.23308,bgn
256.04958,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,-256.04958,bgn
256.23648,NA,NA,NA,NA,NA,NA,NA,NA,NA,421,-256.23648,bgn
256.96118,NA,NA,NA,NA,NA,NA,NA,NA,NA,422,-256.96118,bgn
257.01576,NA,NA,NA,NA,NA,NA,NA,NA,NA,423,-257.01576,bgn
257.04655,NA,NA,NA,NA,NA,NA,NA,NA,NA,424,-257.04655,bgn
257.07002,NA,NA,NA,NA,NA,NA,NA,NA,NA,425,-257.07002,bgn
257.23982,NA,NA,NA,NA,NA,NA,NA,NA,NA,426,-257.23982,bgn
258.0717,NA,NA,NA,NA,NA,NA,NA,NA,NA,427,-258.0717,bgn
259.11186,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,-259.11186,bgn
260.97409,NA,NA,NA,NA,NA,NA,NA,NA,NA,429,-260.97409,bgn
261.05594,NA,NA,NA,NA,NA,NA,NA,NA,NA,430,-261.05594,bgn
261.12776,NA,NA,NA,NA,NA,NA,NA,NA,NA,431,-261.12776,bgn
262.07538,NA,NA,NA,NA,NA,NA,NA,NA,NA,432,-262.07538,bgn
262.13042,NA,NA,NA,NA,NA,NA,NA,NA,NA,433,-262.13042,bgn
263.05382,NA,NA,NA,NA,NA,NA,NA,NA,NA,434,-263.05382,bgn
263.07809,NA,NA,NA,NA,NA,NA,NA,NA,NA,435,-263.07809,bgn
263.10705,NA,NA,NA,NA,NA,NA,NA,NA,NA,436,-263.10705,bgn
264.10945,NA,NA,NA,NA,NA,NA,NA,NA,NA,437,-264.10945,bgn
264.16072,NA,NA,NA,NA,NA,NA,NA,NA,NA,438,-264.16072,bgn
265.08649,NA,NA,NA,NA,NA,NA,NA,NA,NA,439,-265.08649,bgn
265.14807,NA,NA,NA,NA,NA,NA,NA,NA,NA,440,-265.14807,bgn
266.07057,NA,NA,NA,NA,NA,NA,NA,NA,NA,441,-266.07057,bgn
266.10669,NA,NA,NA,NA,NA,NA,NA,NA,NA,442,-266.10669,bgn
266.15146,NA,NA,NA,NA,NA,NA,NA,NA,NA,443,-266.15146,bgn
267.07243,NA,NA,NA,NA,NA,NA,NA,NA,NA,444,-267.07243,bgn
267.09078,NA,NA,NA,NA,NA,NA,NA,NA,NA,445,-267.09078,bgn
267.23316,NA,NA,NA,NA,NA,NA,NA,NA,NA,446,-267.23316,bgn
267.94553,NA,NA,NA,NA,NA,NA,NA,NA,NA,447,-267.94553,bgn
268.06653,NA,NA,NA,NA,NA,NA,NA,NA,NA,448,-268.06653,bgn
268.08679,NA,NA,NA,NA,NA,NA,NA,NA,NA,449,-268.08679,bgn
268.23652,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,-268.23652,bgn
269.21248,NA,NA,NA,NA,NA,NA,NA,NA,NA,451,-269.21248,bgn
269.24885,NA,NA,NA,NA,NA,NA,NA,NA,NA,452,-269.24885,bgn
270.04732,NA,NA,NA,NA,NA,NA,NA,NA,NA,453,-270.04732,bgn
270.1017,NA,NA,NA,NA,NA,NA,NA,NA,NA,454,-270.1017,bgn
270.93524,NA,NA,NA,NA,NA,NA,NA,NA,NA,455,-270.93524,bgn
271.03145,NA,NA,NA,NA,NA,NA,NA,NA,NA,456,-271.03145,bgn
271.08563,NA,NA,NA,NA,NA,NA,NA,NA,NA,457,-271.08563,bgn
271.10453,NA,NA,NA,NA,NA,NA,NA,NA,NA,458,-271.10453,bgn
271.28679,NA,NA,NA,NA,NA,NA,NA,NA,NA,459,-271.28679,bgn
272.08778,NA,NA,NA,NA,NA,NA,NA,NA,NA,460,-272.08778,bgn
273.02044,NA,NA,NA,NA,NA,NA,NA,NA,NA,461,-273.02044,bgn
273.08129,NA,NA,NA,NA,NA,NA,NA,NA,NA,462,-273.08129,bgn
273.08973,NA,NA,NA,NA,NA,NA,NA,NA,NA,463,-273.08973,bgn
274.05255,NA,NA,NA,NA,NA,NA,NA,NA,NA,464,-274.05255,bgn
274.0602,NA,NA,NA,NA,NA,NA,NA,NA,NA,465,-274.0602,bgn
274.0872,NA,NA,NA,NA,NA,NA,NA,NA,NA,466,-274.0872,bgn
275.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,467,-275.062,bgn
275.10727,NA,NA,NA,NA,NA,NA,NA,NA,NA,468,-275.10727,bgn
276.04892,NA,NA,NA,NA,NA,NA,NA,NA,NA,469,-276.04892,bgn
276.05874,NA,NA,NA,NA,NA,NA,NA,NA,NA,470,-276.05874,bgn
276.09093,NA,NA,NA,NA,NA,NA,NA,NA,NA,471,-276.09093,bgn
276.10941,NA,NA,NA,NA,NA,NA,NA,NA,NA,472,-276.10941,bgn
277.05697,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,-277.05697,bgn
277.12257,NA,NA,NA,NA,NA,NA,NA,NA,NA,474,-277.12257,bgn
277.18095,NA,NA,NA,NA,NA,NA,NA,NA,NA,475,-277.18095,bgn
278.15424,NA,NA,NA,NA,NA,NA,NA,NA,NA,476,-278.15424,bgn
279.13834,NA,NA,NA,NA,NA,NA,NA,NA,NA,477,-279.13834,bgn
280.08596,NA,NA,NA,NA,NA,NA,NA,NA,NA,478,-280.08596,bgn
280.98312,NA,NA,NA,NA,NA,NA,NA,NA,NA,479,-280.98312,bgn
281.06996,NA,NA,NA,NA,NA,NA,NA,NA,NA,480,-281.06996,bgn
281.11765,NA,NA,NA,NA,NA,NA,NA,NA,NA,481,-281.11765,bgn
281.24872,NA,NA,NA,NA,NA,NA,NA,NA,NA,482,-281.24872,bgn
282.06701,NA,NA,NA,NA,NA,NA,NA,NA,NA,483,-282.06701,bgn
282.25215,NA,NA,NA,NA,NA,NA,NA,NA,NA,484,-282.25215,bgn
283.2644,NA,NA,NA,NA,NA,NA,NA,NA,NA,485,-283.2644,bgn
284.08087,NA,NA,NA,NA,NA,NA,NA,NA,NA,486,-284.08087,bgn
284.26774,NA,NA,NA,NA,NA,NA,NA,NA,NA,487,-284.26774,bgn
285.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,488,-285.047,bgn
285.10121,NA,NA,NA,NA,NA,NA,NA,NA,NA,489,-285.10121,bgn
286.04808,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,-286.04808,bgn
286.10335,NA,NA,NA,NA,NA,NA,NA,NA,NA,491,-286.10335,bgn
287.04319,NA,NA,NA,NA,NA,NA,NA,NA,NA,492,-287.04319,bgn
287.09973,NA,NA,NA,NA,NA,NA,NA,NA,NA,493,-287.09973,bgn
287.22015,NA,NA,NA,NA,NA,NA,NA,NA,NA,494,-287.22015,bgn
288.07586,NA,NA,NA,NA,NA,NA,NA,NA,NA,495,-288.07586,bgn
289.0781,NA,NA,NA,NA,NA,NA,NA,NA,NA,496,-289.0781,bgn
289.08631,NA,NA,NA,NA,NA,NA,NA,NA,NA,497,-289.08631,bgn
289.12237,NA,NA,NA,NA,NA,NA,NA,NA,NA,498,-289.12237,bgn
290.05224,NA,NA,NA,NA,NA,NA,NA,NA,NA,499,-290.05224,bgn
291.10201,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,-291.10201,bgn
291.13837,NA,NA,NA,NA,NA,NA,NA,NA,NA,501,-291.13837,bgn
292.10163,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,-292.10163,bgn
292.10538,NA,NA,NA,NA,NA,NA,NA,NA,NA,503,-292.10538,bgn
292.89169,NA,NA,NA,NA,NA,NA,NA,NA,NA,504,-292.89169,bgn
293.11773,NA,NA,NA,NA,NA,NA,NA,NA,NA,505,-293.11773,bgn
293.17765,NA,NA,NA,NA,NA,NA,NA,NA,NA,506,-293.17765,bgn
294.14929,NA,NA,NA,NA,NA,NA,NA,NA,NA,507,-294.14929,bgn
294.18017,NA,NA,NA,NA,NA,NA,NA,NA,NA,508,-294.18017,bgn
294.98231,NA,NA,NA,NA,NA,NA,NA,NA,NA,509,-294.98231,bgn
295.06749,NA,NA,NA,NA,NA,NA,NA,NA,NA,510,-295.06749,bgn
295.09927,NA,NA,NA,NA,NA,NA,NA,NA,NA,511,-295.09927,bgn
295.13312,NA,NA,NA,NA,NA,NA,NA,NA,NA,512,-295.13312,bgn
296.08079,NA,NA,NA,NA,NA,NA,NA,NA,NA,513,-296.08079,bgn
297.24355,NA,NA,NA,NA,NA,NA,NA,NA,NA,514,-297.24355,bgn
298.09645,NA,NA,NA,NA,NA,NA,NA,NA,NA,515,-298.09645,bgn
299.08043,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,-299.08043,bgn
300.0826,NA,NA,NA,NA,NA,NA,NA,NA,NA,517,-300.0826,bgn
300.1386,NA,NA,NA,NA,NA,NA,NA,NA,NA,518,-300.1386,bgn
301.07062,NA,NA,NA,NA,NA,NA,NA,NA,NA,519,-301.07062,bgn
301.0961,NA,NA,NA,NA,NA,NA,NA,NA,NA,520,-301.0961,bgn
302.07329,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,-302.07329,bgn
302.09839,NA,NA,NA,NA,NA,NA,NA,NA,NA,522,-302.09839,bgn
303.02103,NA,NA,NA,NA,NA,NA,NA,NA,NA,523,-303.02103,bgn
304.07074,NA,NA,NA,NA,NA,NA,NA,NA,NA,524,-304.07074,bgn
304.16995,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,-304.16995,bgn
305.11795,NA,NA,NA,NA,NA,NA,NA,NA,NA,526,-305.11795,bgn
306.07672,NA,NA,NA,NA,NA,NA,NA,NA,NA,527,-306.07672,bgn
306.14923,NA,NA,NA,NA,NA,NA,NA,NA,NA,528,-306.14923,bgn
307.24649,NA,NA,NA,NA,NA,NA,NA,NA,NA,529,-307.24649,bgn
308.06295,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,-308.06295,bgn
309.04698,NA,NA,NA,NA,NA,NA,NA,NA,NA,531,-309.04698,bgn
309.08325,NA,NA,NA,NA,NA,NA,NA,NA,NA,532,-309.08325,bgn
309.11255,NA,NA,NA,NA,NA,NA,NA,NA,NA,533,-309.11255,bgn
310.09946,NA,NA,NA,NA,NA,NA,NA,NA,NA,534,-310.09946,bgn
310.90227,NA,NA,NA,NA,NA,NA,NA,NA,NA,535,-310.90227,bgn
311.12828,NA,NA,NA,NA,NA,NA,NA,NA,NA,536,-311.12828,bgn
311.16887,NA,NA,NA,NA,NA,NA,NA,NA,NA,537,-311.16887,bgn
311.90183,NA,NA,NA,NA,NA,NA,NA,NA,NA,538,-311.90183,bgn
312.11231,NA,NA,NA,NA,NA,NA,NA,NA,NA,539,-312.11231,bgn
312.98764,NA,NA,NA,NA,NA,NA,NA,NA,NA,540,-312.98764,bgn
313.04196,NA,NA,NA,NA,NA,NA,NA,NA,NA,541,-313.04196,bgn
313.0963,NA,NA,NA,NA,NA,NA,NA,NA,NA,542,-313.0963,bgn
313.14389,NA,NA,NA,NA,NA,NA,NA,NA,NA,543,-313.14389,bgn
314.0987,NA,NA,NA,NA,NA,NA,NA,NA,NA,544,-314.0987,bgn
314.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,545,-314.928,bgn
315.08899,NA,NA,NA,NA,NA,NA,NA,NA,NA,546,-315.08899,bgn
315.1119,NA,NA,NA,NA,NA,NA,NA,NA,NA,547,-315.1119,bgn
315.25413,NA,NA,NA,NA,NA,NA,NA,NA,NA,548,-315.25413,bgn
316.10925,NA,NA,NA,NA,NA,NA,NA,NA,NA,549,-316.10925,bgn
317.09203,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,-317.09203,bgn
318.14913,NA,NA,NA,NA,NA,NA,NA,NA,NA,551,-318.14913,bgn
319.13087,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,-319.13087,bgn
320.09226,NA,NA,NA,NA,NA,NA,NA,NA,NA,553,-320.09226,bgn
321.09565,NA,NA,NA,NA,NA,NA,NA,NA,NA,554,-321.09565,bgn
321.11248,NA,NA,NA,NA,NA,NA,NA,NA,NA,555,-321.11248,bgn
321.19645,NA,NA,NA,NA,NA,NA,NA,NA,NA,556,-321.19645,bgn
323.24134,NA,NA,NA,NA,NA,NA,NA,NA,NA,557,-323.24134,bgn
325.01848,NA,NA,NA,NA,NA,NA,NA,NA,NA,558,-325.01848,bgn
325.05738,NA,NA,NA,NA,NA,NA,NA,NA,NA,559,-325.05738,bgn
325.18445,NA,NA,NA,NA,NA,NA,NA,NA,NA,560,-325.18445,bgn
326.09143,NA,NA,NA,NA,NA,NA,NA,NA,NA,561,-326.09143,bgn
327.12312,NA,NA,NA,NA,NA,NA,NA,NA,NA,562,-327.12312,bgn
329.23355,NA,NA,NA,NA,NA,NA,NA,NA,NA,563,-329.23355,bgn
330.90194,NA,NA,NA,NA,NA,NA,NA,NA,NA,564,-330.90194,bgn
330.95627,NA,NA,NA,NA,NA,NA,NA,NA,NA,565,-330.95627,bgn
330.9981,NA,NA,NA,NA,NA,NA,NA,NA,NA,566,-330.9981,bgn
331.08171,NA,NA,NA,NA,NA,NA,NA,NA,NA,567,-331.08171,bgn
331.99836,NA,NA,NA,NA,NA,NA,NA,NA,NA,568,-331.99836,bgn
333.2622,NA,NA,NA,NA,NA,NA,NA,NA,NA,569,-333.2622,bgn
334.14424,NA,NA,NA,NA,NA,NA,NA,NA,NA,570,-334.14424,bgn
335.12832,NA,NA,NA,NA,NA,NA,NA,NA,NA,571,-335.12832,bgn
335.14774,NA,NA,NA,NA,NA,NA,NA,NA,NA,572,-335.14774,bgn
336.15997,NA,NA,NA,NA,NA,NA,NA,NA,NA,573,-336.15997,bgn
337.14398,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,-337.14398,bgn
337.19158,NA,NA,NA,NA,NA,NA,NA,NA,NA,575,-337.19158,bgn
339.03404,NA,NA,NA,NA,NA,NA,NA,NA,NA,576,-339.03404,bgn
339.07288,NA,NA,NA,NA,NA,NA,NA,NA,NA,577,-339.07288,bgn
339.12296,NA,NA,NA,NA,NA,NA,NA,NA,NA,578,-339.12296,bgn
339.15934,NA,NA,NA,NA,NA,NA,NA,NA,NA,579,-339.15934,bgn
340.10699,NA,NA,NA,NA,NA,NA,NA,NA,NA,580,-340.10699,bgn
340.16263,NA,NA,NA,NA,NA,NA,NA,NA,NA,581,-340.16263,bgn
